,Artist,Song,uri,Acousticness,Danceability,Liveness,Loudness,Speechiness
689,Beck,I Am The Cosmos (42420),spotify:track:7dJ4NBkRNQC8se3uMVuamH,0.886,0.655,0.304,0.8368206521739131,0.0303
690,Una Mas Trio,Clear As Water - Hidden Jazz Quartett remix,spotify:track:4swZ8dcwh2j2mDW5H746U6,0.282,0.845,0.0702,0.688070652173913,0.0715
691,Will Sessions,Come On Home,spotify:track:6gE8rRSuwsX7MXYm7NMBbg,0.325,0.7,0.167,0.7908695652173914,0.0841
692,Kraak & Smaak,Prescription,spotify:track:7IXKDf45l2JoAAczYhPHqp,0.0786,0.877,0.0455,0.7560597826086957,0.121
693,A$AP Ferg,Let It Bang (feat. ScHoolboy Q),spotify:track:4yJ61FeTLi14BHzJXzurPi,0.0201,0.887,0.136,0.8737228260869566,0.139
694,Jay Prince,I Believe in You,spotify:track:0JBi8HoBEDXNgcMacf4k6d,0.61,0.771,0.308,0.8679619565217391,0.311
695,Sam Gellaitry,LONG DISTANCE,spotify:track:5vG7iwUFxDI8xSDfya1Ist,0.779,0.633,0.408,0.8947554347826088,0.376
696,The Strokes,"Call It Fate, Call It Karma",spotify:track:3Y4rUyw7XBCK6hGHCOt6rp,0.983,0.544,0.101,0.6179891304347825,0.03
697,Obongjayar,Never Change,spotify:track:58jiO8fZTyFM0EB7Nliu0T,0.166,0.752,0.186,0.7798641304347826,0.291
698,Yussef Kamaal,Joint 17,spotify:track:2CCmWJZGzxAvLnMks8y4Li,0.218,0.553,0.0572,0.7232608695652174,0.0821
699,Cornershop,Brimful of Asha (Norman Cook Remix) (Single Version),spotify:track:29capylmokCeuNAWqGitij,0.22,0.686,0.0964,0.9129891304347827,0.0571
700,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,spotify:track:1xaTREM89RbIxkcjlpf4Uw,0.028,0.609,0.183,0.8874728260869565,0.0276
701,After The Fire,"Der Kommissar - 7"" Version",spotify:track:2wjCYgpCMywSDkds2c8Rq6,0.36,0.689,0.0842,0.7967119565217392,0.0622
702,Renato Zero,Mi vendo,spotify:track:29EPnA4KRr1Eb8j835Vxqh,0.154,0.762,0.188,0.870163043478261,0.0645
703,Lambchop,NIV,spotify:track:2i7CxW2K6reO8r0PloeDbg,0.686,0.785,0.111,0.5488315217391304,0.0489
704,Miracle Musical,Introduction to the Snow,spotify:track:7qLs0IyUn6TrqgMzQ33SdH,0.979,0.339,0.353,0.7260326086956521,0.0317
705,J. Tillman,Crosswinds,spotify:track:2Wt6oCCdX01HsF2GP9PbAl,0.803,0.453,0.117,0.7109239130434782,0.028
706,The Flaming Lips,Will You Return/When You Come Down,spotify:track:0po58wGfSe6Ay6fqrYOylo,0.191,0.465,0.507,0.8568206521739131,0.0277
707,Rick Wade,Shinjuku Strut,spotify:track:40eiz1003cXrXFRnMtBvIU,0.00745,0.565,0.0493,0.6859510869565216,0.0569
708,Ty Segall,Tall Man Skinny Lady,spotify:track:0nIAP2jd3wybkJySEMEoAG,7.35e-05,0.437,0.376,0.7886413043478262,0.0582
709,Lauren Faith,Jheeze,spotify:track:1pKgujag5hu13Rn2Q7qAfk,0.00554,0.861,0.105,0.8903260869565218,0.0445
710,Luke Marzec,When We First Met,spotify:track:6Fp9lRF05WbZZtTYJKwjWR,0.342,0.644,0.104,0.7139402173913044,0.0932
711,Alxndr London,Jupiter & Pluto,spotify:track:5v2AYSvjVC8j89avkf56LY,0.587,0.659,0.106,0.7117663043478261,0.0865
712,Autograf,Nobody Knows (feat. WYNNE) - Cofresi Remix,spotify:track:2tWYtmvIbTGOhqkbq2QwYV,0.00695,0.557,0.181,0.8960326086956523,0.0748
713,Appino,Il Testamento,spotify:track:5XFBakXL7Ax8aVeMVFvpK6,0.00184,0.514,0.0831,0.8898097826086957,0.035
714,Free Nationals,Gidget,spotify:track:1UrxBDCv9kDRIBUc2oskNR,0.00644,0.755,0.279,0.8454347826086958,0.0556
715,BADBADNOTGOOD,Mind Playing Tricks,spotify:track:1RoJ5IoX8Z2k39S5BEjMwZ,0.0932,0.518,0.112,0.8430434782608697,0.274
716,STRFKR,"Being No One, Going Nowhere",spotify:track:0RT5QxvDakfy5cFg55thUw,0.101,0.655,0.107,0.8647282608695652,0.0253
717,Mac DeMarco,Still Beating,spotify:track:2N4idqj9TT3HnH2OFT9j0v,0.581,0.709,0.151,0.7335054347826087,0.0417
718,Anouar Brahem,The Recovered Road To Al-Sham,spotify:track:6XZfia4t5Lt0IKX9GUZe0K,0.954,0.414,0.0883,0.3188858695652173,0.0656
719,Ashley Henry,Easter,spotify:track:51ELlXrQLFkwXoGTYPkXwu,0.0367,0.463,0.105,0.8441304347826087,0.0778
720,Otis Junior,Let It Go,spotify:track:50iA6asq75qmkngPJpxtCZ,0.729,0.578,0.607,0.7570380434782609,0.125
721,Charlotte Dos Santos,Take It Slow,spotify:track:5rbyGK23YrPhvb06ScO4l3,0.591,0.714,0.0931,0.6821739130434782,0.0525
722,Volcano Choir,Still,spotify:track:7o28R0XuIjvD3cdepj3cjL,0.899,0.183,0.165,0.6401902173913043,0.0349
723,Jennah Bell,Chapter 3: The Hatchet - Live,spotify:track:3bkpxi2jELtJuBhwfPAz1y,0.957,0.451,0.701,0.7763858695652175,0.0961
724,James Tillman,And Then,spotify:track:5tPyzX0xl1puowUKZWbQaq,0.223,0.5,0.144,0.7370108695652174,0.0316
725,HNNY,"Cheer Up, My Brother",spotify:track:37D9O4De2WL1hA6gyResgl,0.12,0.761,0.0996,0.6184510869565217,0.0473
726,St. Paul & The Broken Bones,Apollo,spotify:track:4lhhYqzREcts4uOOqWHjRJ,0.0747,0.712,0.0938,0.8818750000000001,0.0377
727,Mop Mop,Spaceship: Earth,spotify:track:4iOmtCgT8TFWCACYU1Uh7C,0.275,0.805,0.119,0.7850815217391305,0.151
728,Rocket Juice & The Moon,Follow-Fashion,spotify:track:2llkyHsDZ8JLXq71sfvsbE,0.162,0.787,0.113,0.7979347826086958,0.12
729,Joy Division,Love Will Tear Us Apart - 2020 Remaster,spotify:track:34iOH7LY3vme5rQxsVILZ4,0.000541,0.527,0.127,0.8169293478260871,0.0379
730,Tinturia,Jovanotto,spotify:track:4OUTIXXq1jl0h7bAriNbiq,0.197,0.829,0.14,0.8003260869565219,0.0354
731,Peter $un,Love Drunk Lust (Make It Hard) [feat. Trip Carter & KnottRudy],spotify:track:1WRISZYwLEgEtwL3ZLZ2w0,0.44,0.586,0.139,0.8115217391304348,0.0838
732,Joan As Police Woman,Real Life,spotify:track:5pzi9mQpyruzjxqtPa6R0U,0.958,0.302,0.112,0.5985326086956522,0.0308
733,Masego,Prone,spotify:track:5KaIIT6ijzJvlZPPiJby36,0.16,0.8,0.049,0.8265760869565218,0.0862
734,Iggy Pop,James Bond,spotify:track:4MtGjAHHh3pSvJPaDltuhm,0.0477,0.796,0.108,0.7900543478260871,0.0657
735,Television,The Dream's Dream - Remastered,spotify:track:4XxCBaFpmLEWVCd3TiKp4x,0.585,0.613,0.0696,0.7413586956521739,0.0294
736,Michael Seyer,Making Chit Chat with a Stranger at a Dinner Party,spotify:track:5zQUTeFF8kp3COxULCVO3P,0.391,0.65,0.353,0.6117663043478261,0.0288
737,DOPE LEMON,Marinade,spotify:track:4zCrOO8OAjpnmekfIxzTsl,0.242,0.677,0.105,0.8422010869565218,0.0243
738,Oberhofer,Sea of Dreams,spotify:track:1HyImWEaQ6ApypgRa7oBMX,0.582,0.444,0.155,0.7561684782608696,0.0339
739,Portico Quartet,Pompidou,spotify:track:3GZvy4B0ZzMjoDezkiDekS,0.976,0.389,0.162,0.6646467391304348,0.0304
740,bLAck pARty,Dancing,spotify:track:6x1jUK7H6qZVS265OCnlVw,0.596,0.902,0.238,0.7839673913043479,0.0535
741,Temani,Power,spotify:track:6QccBAqcybdAtdsu9wqUPm,0.199,0.636,0.104,0.750788043478261,0.343
742,The Velvet Underground,Louise,spotify:track:6uHeiOu6GTXFaHWHGqmUp0,0.703,0.533,0.0965,0.7255978260869566,0.0308
743,Jamestown Revival,Helplessly Hoping,spotify:track:3p3wBH07OgxSIxyGUmqNl4,0.724,0.334,0.0906,0.7587228260869566,0.0282
744,Pitura Freska,Papa Nero,spotify:track:1X3eAXBIhLIsD8krO81Vup,0.0311,0.739,0.0531,0.9177989130434783,0.0436
745,"Tyler, The Creator",November,spotify:track:4XDpeWqPADoWRKcUY3dC84,0.354,0.547,0.676,0.8283152173913044,0.413
746,Clear Soul Forces,Bpswr,spotify:track:15yYiHmcwq3gaH5gaWX21d,0.24,0.545,0.217,0.9107880434782609,0.418
747,Nilüfer Yanya,Hey,spotify:track:5TpgvBMHTLlAj7gzQcfUJ7,0.186,0.755,0.33,0.782554347826087,0.028
748,Tom Misch,Day 4: Everybody Get Down,spotify:track:3GOQHQWnDQdssRB8SRmGJT,0.149,0.835,0.0721,0.8051358695652174,0.0595
749,Jack Garratt,The Love You're Given,spotify:track:5oNlBs0y1lB8tBA65E7abl,0.234,0.505,0.251,0.7207608695652173,0.081
750,JMSN,Hypnotized,spotify:track:6l3CX1lE60WcJFBqIVP26E,0.142,0.564,0.142,0.8258967391304348,0.0775
751,Beirut,Gallipoli,spotify:track:1WpzIV4chlExwghx3yQu57,0.436,0.506,0.0762,0.822717391304348,0.0321
752,River Whyless,Falling Son,spotify:track:4RgvJ3xCztohZTEaa5tyrQ,0.441,0.654,0.223,0.8347282608695653,0.0308
753,Leaf Dog,Hide Your Eyes,spotify:track:4b6BdrbvFY0fFQxSh8mA8b,0.0941,0.718,0.103,0.8816847826086958,0.297
754,Pete Josef,The Travelling Song,spotify:track:5XZXq03yRv5cHzAYmHuAlt,0.366,0.665,0.0821,0.7672010869565218,0.0668
755,Muddy Waters,Mannish Boy,spotify:track:58PSYdY0GFg0LFb2PxYk4T,0.44,0.598,0.681,0.7238858695652174,0.0973
756,Christian Rich,"SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly)",spotify:track:4NYzuuSf3lqmXogSd1tnFP,0.232,0.705,0.268,0.875788043478261,0.307
757,Patti Smith,Dancing Barefoot,spotify:track:4kPSjEg8u1U4pg2dHHMmtf,0.235,0.492,0.0738,0.749375,0.0319
758,Iggy Pop,The Passenger,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,0.0947,0.498,0.733,0.8725,0.0546
759,Deep Purple,Child in Time - 1995 Remaster,spotify:track:573Z2Dty5epeNgKsgoDOlr,0.0167,0.344,0.108,0.7670108695652175,0.0366
760,Jackie Wilson,Reet Petite,spotify:track:3h4udS0WeWbsur3yfjvnm4,0.447,0.664,0.298,0.8422554347826088,0.13
761,Screamin' Jay Hawkins,I Put a Spell On You,spotify:track:3sLhMSePzxSrmxluIqeoAZ,0.59,0.733,0.0766,0.6911684782608695,0.094
762,Kool & The Gang,Jungle Boogie,spotify:track:3K0SJUQNbOkUprTFcwwAKN,0.115,0.808,0.316,0.7812228260869566,0.0868
763,The Animals,House of the Rising Sun,spotify:track:4mn2kNTqiGLwaUR8JdhJ1l,0.000334,0.316,0.0912,0.772038043478261,0.0308
764,Deep Purple,Hush - 1998 Remaster,spotify:track:2Vim06YsRb4uJRpbeq6NR6,0.00459,0.57,0.0901,0.7415760869565217,0.0482
765,Paolo Conte,Via con me,spotify:track:5WHWPRAkR2WYH1CjKV9Omh,0.752,0.625,0.154,0.57375,0.153
766,Depeche Mode,Enjoy the Silence,spotify:track:1JekRMGQ8iN4G1AAdh0SBa,0.355,0.382,0.123,0.6944836956521739,0.0323
767,Smog,Rock Bottom Riser,spotify:track:0156mBVyNBhkjFH2G1psHE,0.929,0.54,0.095,0.593858695652174,0.0353
768,Fabrizio De André,La Canzone Di Marinella,spotify:track:2RL8fcXroVHr3JmCbBp1Cq,0.922,0.514,0.109,0.7630163043478262,0.0368
769,Sonic Youth,I Dreamed I Dream,spotify:track:3ZSBXMcdSXbTnsivHfkb1e,0.2,0.683,0.109,0.8072554347826087,0.0294
770,Dimartino,Macorina,spotify:track:0cESopMeJY1BdVm7KUm7KG,0.719,0.657,0.047,0.8307065217391305,0.0354
771,The Zombies,Summertime,spotify:track:7egTKPYxbWaaV1jEzb1rHu,0.907,0.317,0.113,0.7978260869565218,0.0337
772,The Buggles,Video Killed The Radio Star,spotify:track:7o7E1nrHWncYY7PY94gCiX,0.103,0.68,0.204,0.7057880434782609,0.0754
773,Luna,23 Minutes in Brussels,spotify:track:2ArusOBCO5xbJV6QlreriJ,0.0381,0.58,0.108,0.7240217391304348,0.0285
774,Leif Vollebekk,Rest,spotify:track:6PDASmIEPBkxFSj99NtaEh,0.974,0.122,0.109,0.5215489130434783,0.0377
775,Thundercat,Walk On By,spotify:track:6fkL9CjWmjeV6vfDxTp9OZ,0.204,0.825,0.0762,0.7029891304347826,0.282
776,The Moody Blues,Nights In White Satin - Single Version / Mono Mix,spotify:track:6L5BZEcZmD6RBJnimzlyKr,0.465,0.195,0.0686,0.8839673913043479,0.03
777,Francesco Guccini,"Cyrano - Live From Firenze,Italy/1996 / Edit",spotify:track:21OE2pZo5EZlQ0CMzuTV9X,0.786,0.404,0.409,0.7497282608695652,0.0557
778,Mac DeMarco,Here Comes The Cowboy,spotify:track:1am561XPWzs1Rsa0FgR2XF,0.237,0.706,0.0912,0.46304347826086956,0.164
779,Natalino Otto,In cerca di te (Solo me ne vo…),spotify:track:4HF4LBjOI5nhVQen9R0Bph,0.992,0.594,0.37,0.6788043478260869,0.198
780,PJ Harvey,Sheela-na-gig,spotify:track:1cAMkPNZDu52rHjXxaJSlv,0.00438,0.47,0.0953,0.745,0.0501
781,NxWorries,Link Up,spotify:track:0EbwUhWO0HinKzqxTOykCy,0.0871,0.656,0.173,0.8231521739130435,0.269
782,Sports,Strange to Hear,spotify:track:52OKylOQQSETWtXncZN3L7,0.849,0.537,0.118,0.6179076086956522,0.0322
783,Kidd Upstairs,Buddha,spotify:track:3sZHfmqUNWlTXTnYlvRGbU,0.0149,0.866,0.153,0.7545652173913044,0.113
784,Zelooperz,Easter Sunday,spotify:track:5aDZOMeCa6VuKJSENFsuGx,0.0774,0.38,0.92,0.7585054347826088,0.34
785,Lando Fiorini,La Societa' Dei Magnaccioni,spotify:track:6ssk059iBBWEmwPmlBguQa,0.66,0.555,0.083,0.6052173913043478,0.0709
786,Cornershop,Brimful of Asha,spotify:track:3Zh5cecN8TqelTN30SJUww,0.388,0.829,0.0796,0.8482880434782609,0.0356
787,Oasis,Don't Look Back in Anger - Remastered,spotify:track:0UvCh63URrLFcPkKt99hHd,0.0708,0.327,0.148,0.9316304347826088,0.0645
788,Andy Shauf,Drink My Rivers,spotify:track:5YnIlLNACAWMpf2130p9d6,0.849,0.652,0.0738,0.6882065217391303,0.0364
789,Ivano Fossati,La mia banda suona il rock,spotify:track:6fB3Wy1x9EdhfFwqy8lJcZ,0.209,0.554,0.0495,0.8700000000000001,0.152
790,Sandro Joyeux,Kingston,spotify:track:1WdVriZXzGKjgDmvHPcGyx,0.667,0.891,0.0642,0.8067391304347826,0.216
791,Monsune,Nothing in Return,spotify:track:2r0pJWxAyYVQTHTwcnbM8A,0.528,0.67,0.261,0.8648369565217392,0.075
792,Baustelle,Betty,spotify:track:6Ee6GJ8oQYl2zLaH9N80dy,0.00711,0.468,0.138,0.8958695652173914,0.0332
793,Cam O'bi,TenderHeaded,spotify:track:4g2HL6aQkiO4PxM10UQr3G,0.294,0.54,0.0728,0.8163043478260871,0.479
794,LNDN DRGS,Burnout,spotify:track:7gdlPtohrpNwmjazhWkxpw,0.379,0.462,0.0924,0.8198369565217392,0.283
795,Emily King,Sleepwalker - Demo Version,spotify:track:5gRcuGu9LB5XABLoVecE5w,0.892,0.61,0.108,0.5821195652173913,0.0413
796,Danny Brown,Combat,spotify:track:3ZbTIbNjbLZtIxk39IRrBQ,0.143,0.693,0.48,0.8403804347826087,0.331
797,Daniel Johnston,Speeding Motorcycle,spotify:track:2HmwwAuyYjDTYXb3Z88NGR,0.929,0.802,0.123,0.7710869565217392,0.154
798,Nick Cave,Suzanne,spotify:track:4bMIobYRzY9l4axcfBHIDZ,0.569,0.531,0.706,0.6658695652173913,0.0554
799,Patti Smith,Gloria: In Excelsis Deo,spotify:track:272Z4tzaSMMcgrZ0R494S2,0.118,0.422,0.115,0.8194565217391305,0.195
800,MIKE,Greed,spotify:track:2j9QBkKXeKYhaz5hPJpSuz,0.39,0.668,0.391,0.7250815217391304,0.183
801,Willie Nelson,Señor (Tales of Yankee Power),spotify:track:1tnC2gkxepwhC69QhLm90Q,0.113,0.522,0.0997,0.7267391304347827,0.0374
802,Fugazi,I'm So Tired,spotify:track:5IafdoRLyaGPeeA6f8ysIe,0.89,0.303,0.123,0.6101086956521738,0.0301
803,Joe Strummer,Mondo Bongo,spotify:track:5WIQTUDLCEY1g1lmOWvDB4,0.62,0.819,0.272,0.7189130434782608,0.0343
804,TWRP,Groove Crusaders,spotify:track:0TtNiDIU5UgxvGUHiJmXsx,0.00213,0.492,0.0926,0.803288043478261,0.0903
805,Jack White,Another Way to Die,spotify:track:3ODl8J0TZAykdMCtCIO28n,0.0239,0.486,0.11,0.9046467391304348,0.128
806,CocoRosie,Lost Girls,spotify:track:3puU1xJOLkfjL3Y5S7Veuz,0.871,0.538,0.101,0.7155434782608695,0.204
807,James Brown,Papa's Got A Brand New Bag - Pt. 1,spotify:track:58cAopfBOtm1Sgifx99jtR,0.592,0.777,0.253,0.8783423913043479,0.102
808,Johnny Cash,Tennessee Stud,spotify:track:5mRBBpUjXN3jHFT5GYNrrk,0.954,0.596,0.687,0.5631521739130435,0.0487
809,The Coasters,Down in Mexico,spotify:track:4OnqJ1ml4Jgr5AAKNrrYCD,0.7,0.614,0.069,0.7840760869565218,0.0573
810,Wilson Pickett,Land of 1000 Dances,spotify:track:76ICmoJ4PcoMWoooaTxnQs,0.0128,0.618,0.351,0.7037228260869565,0.0735
811,James Brown,"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2",spotify:track:6hpmTwgNCz81H2bFEREx29,0.273,0.833,0.294,0.8132065217391306,0.101
812,Monty Python,Always Look On The Bright Side Of Life - The Unofficial England Football Anthem,spotify:track:6eHuj3HhZ4jS9nyNVV03ET,0.0119,0.74,0.178,0.5453260869565217,0.0501
813,Drugdealer,The Real World,spotify:track:3Rc94e3TOA1K4vHnWeFVrn,0.489,0.608,0.267,0.7773097826086957,0.0324
814,Dam Swindle,"You, Me, Here, Now",spotify:track:5l2PMgMfAZpA9pQXL7GRJ1,0.0496,0.666,0.261,0.7688586956521739,0.0582
815,Tash Sultana,Greed,spotify:track:08ieGNMFXGov5zk7VZ6box,0.537,0.719,0.115,0.8840217391304348,0.0486
816,Vinicio Capossela,Con una rosa,spotify:track:2fekQJdvz6l92UxVVyeu2m,0.623,0.376,0.117,0.7583695652173914,0.0381
817,Ry Cooder,Chinito Chinito,spotify:track:27YVc0r5oH6EPATnGwvm98,0.0166,0.778,0.0769,0.7523641304347827,0.0394
818,Fela Kuti,Water No Get Enemy,spotify:track:78ruRvasI4AEA3ibWwcV1v,0.107,0.644,0.091,0.81,0.0572
819,Buena Vista Social Club,El Carretero,spotify:track:5mpmLk50TcKlmER9D688dh,0.722,0.513,0.126,0.6077717391304348,0.0493
820,Nicolas Jaar,Mi Mujer,spotify:track:4QHKR48C18rwlpSYW6rH7p,0.105,0.816,0.105,0.7925815217391305,0.0517
821,Mick Jenkins,Jazz,spotify:track:2rk0lCpO1vkKAQ6BC8bjUX,0.25,0.636,0.113,0.7569565217391305,0.119
822,Qbeta,M'arrifriscu e m'arricriu,spotify:track:0T2SH1V9gP89EdjSmZdmAn,0.816,0.712,0.147,0.8430706521739131,0.0621
823,Baxter Dury,Oscar Brown,spotify:track:7F72DXMEuadnNkrXkNQYRo,0.0326,0.479,0.37,0.7070923913043478,0.0401
824,Il Parto Delle Nuvole Pesanti,Raggia,spotify:track:1yxQxswygyRKWiHPyovE2U,0.0158,0.235,0.088,0.7658967391304349,0.0493
825,David Ramirez,"Lover, Will You Lead Me?",spotify:track:3W4xzq7uG2xPpCcER8z3HA,0.184,0.599,0.106,0.8739945652173914,0.0391
826,BROS,Hopelessly,spotify:track:2PHtLgAdClSYYCwnCab0wU,0.756,0.77,0.616,0.6503532608695652,0.0345
827,Sidney Amos,Burnt Espresso,spotify:track:6GZxSs58mmcB1Vvy3ueCMj,0.918,0.511,0.257,0.7591032608695654,0.166
828,Chong the Nomad,Nothing Else,spotify:track:3WLFcW5sQA9CGky4K6W8eP,0.0843,0.849,0.0927,0.8184782608695653,0.34
829,Mina,Se telefonando,spotify:track:2bYLru2w0NKtCDiFPgALFE,0.694,0.277,0.0877,0.8103532608695653,0.0371
830,Franco Battiato,Sentimiento Nuevo - 2008 Remaster,spotify:track:2ObsqBBlxyth96bvZmrXYY,0.0639,0.73,0.257,0.863125,0.0282
831,Four Fists,Nobody’s Biz,spotify:track:1cSWSviVzTmjcHTHLptXTU,0.0229,0.694,0.291,0.8210869565217392,0.0526
832,White Denim,A Place To Start,spotify:track:6ZQgLj68uDyiNdeuIsLkjq,0.0537,0.616,0.107,0.7553532608695652,0.0242
833,Honeywater,Evergreen,spotify:track:112kM2Fflvq2BpkVaoPvJK,0.834,0.456,0.111,0.7096739130434783,0.0317
834,The Amazing,Flashlight,spotify:track:7Dne9P85xQlwrGhpXnDoN7,0.222,0.55,0.0577,0.6258695652173912,0.0412
835,Ryuichi Sakamoto,Seven Samurai - Ending Theme,spotify:track:7kU9nFuOR46zIoXbJqSFkn,0.973,0.362,0.0576,0.44111413043478265,0.0372
836,Andrew Bird,Bloodless,spotify:track:0lWLMR456FAFjlLIEBLzWf,0.571,0.547,0.122,0.8783967391304348,0.0293
837,Howard Shore,The Bridge of Khazad Dum,spotify:track:6HYCOHzY2xR4W2dOokH3ed,0.36,0.299,0.202,0.6611684782608696,0.0544
838,River Tiber,Gravity,spotify:track:2HYkeK48Ys2UzYt9kGCwiC,0.00978,0.357,0.109,0.6745652173913044,0.216
839,Kirin J Callinan,Big Enough - Radio Edit,spotify:track:2SQ1M4gsZga1yCy0Z33F3z,0.00367,0.505,0.238,0.810788043478261,0.12
840,Daniel Johnston,I Had Lost My Mind,spotify:track:2Puaza8kJb6ChvV4ynXtUP,0.899,0.534,0.337,0.8431250000000001,0.707
841,Tom Misch,Follow,spotify:track:2uROM73VxtppgLSE2k27nf,0.113,0.785,0.0902,0.7890760869565218,0.0363
842,Kristoff Krane,Shine On,spotify:track:5X6xaHU3SnJgT6nlNGNWhR,0.12,0.444,0.38,0.7803804347826088,0.395
843,Violent Femmes,Gone Daddy Gone,spotify:track:2z8MYvOr9kJw5O5bKY2rhD,0.45,0.567,0.19,0.9036956521739131,0.0781
844,Patrick Paige II,Voodoo,spotify:track:3oCwuhp1k10uK25z3U2LFb,0.178,0.627,0.22,0.8095108695652175,0.0469
845,Wantigga,Take You There,spotify:track:3hIKghnuBBkLkeLDz63MLa,0.000796,0.786,0.0634,0.810163043478261,0.0817
846,Yeah Yeah Yeahs,Gold Lion,spotify:track:0ZxlWWronnmSO4KitM4WXl,0.0252,0.527,0.0821,0.9275271739130435,0.0702
847,Minnie Riperton,Les Fleurs,spotify:track:4XCGfHpGVq8xw800o5cwWs,0.665,0.441,0.211,0.7627173913043479,0.0484
848,Arlo Parks,Cola,spotify:track:0i6c86ntKJoZpKk8aCHL3c,0.198,0.814,0.0899,0.7337228260869565,0.24
849,"Earth, Wind & Fire",Boogie Wonderland,spotify:track:6ztstiyZL6FXzh4aG46ZPD,0.0843,0.802,0.0521,0.7263586956521738,0.0349
850,Smog,Rock Bottom Riser,spotify:track:0K3127Rh2xjqFRUxZKhteA,0.929,0.54,0.095,0.593858695652174,0.0353
851,Noya Rao,Talk,spotify:track:5qeIAwW9nhHzpiKkPHusPY,0.389,0.515,0.0784,0.6957065217391304,0.166
852,Negrita,Rotolando Verso Sud,spotify:track:0xYkr8xRLT8vbFA1yrSYO1,0.44,0.527,0.106,0.8200000000000001,0.0369
853,Charles Murdoch,Frogs,spotify:track:1MH12GEm1ixqVcOO93TUED,0.414,0.667,0.0874,0.7772826086956522,0.192
854,Connan Mockasin,Charlotte's Thong,spotify:track:1BHDCyW8fq3NzA3JRjTKDJ,0.726,0.804,0.105,0.5855163043478261,0.0367
855,Romare,All Night,spotify:track:04jqhpf3oV06HtlmthfcZZ,0.0868,0.885,0.0883,0.7669021739130435,0.0872
856,Tall Black Guy,Love To The World,spotify:track:6kNhHv77meyxzp5LOq177U,0.0534,0.756,0.0833,0.6340489130434782,0.0645
857,Appino,Ulisse,spotify:track:7N2vVTEW57GsFfDGfKae2Z,0.0297,0.703,0.114,0.8073097826086957,0.0269
858,Paolo Nutini,New Shoes,spotify:track:265Anh9hGoozFigjUVLUeD,0.47,0.748,0.0851,0.7833967391304348,0.0903
859,Chris Smither,No Love Today,spotify:track:6KmJfZCd5f4P11vuglbIrN,0.849,0.557,0.7,0.7700271739130435,0.0386
860,I Beddi,Quannu viru a tia,spotify:track:234uq0w9LfvkJ0Ehrr0mYv,0.412,0.477,0.056,0.8364945652173914,0.0503
861,Fabrizio De André,Smisurata preghiera,spotify:track:4CF9Rtc8OaSKx47DVOw8V6,0.135,0.328,0.145,0.7583152173913044,0.0532
862,Kojey Radical,Kwame Nkrumah,spotify:track:3Qp63Kbrm8pWelXaA9M4uc,0.181,0.521,0.0902,0.686304347826087,0.428
863,Hugh Augustine,Family,spotify:track:59cp62rlitMBIUDvrKU4H4,0.151,0.717,0.125,0.8583695652173914,0.198
864,Brunori Sas,Rosa,spotify:track:0ha0m8Xz0EuhIwiq8TuKUo,0.175,0.697,0.244,0.9188315217391305,0.0393
865,Foo Fighters,All My Life,spotify:track:6tsojOQ5wHaIjKqIryLZK6,0.000218,0.577,0.477,0.8646195652173914,0.0495
866,The Velvet Underground,Heroin,spotify:track:5by3w3NXvwDpV9FBSOR35u,0.304,0.201,0.0981,0.7433152173913044,0.0705
867,Venerus,Dreamliner,spotify:track:5LikTIItLWXufop3qwDMiV,0.427,0.612,0.11,0.8198641304347827,0.0428
868,Pinguini Tattici Nucleari,Sudowoodo,spotify:track:6oGfZYxaJZf6K4wPIy2M9V,0.000478,0.47,0.117,0.8314673913043479,0.0669
869,Eugenio In Via Di Gioia,Inizia A Respirare,spotify:track:5znfjk4yyk36QxTh7XnhxJ,0.555,0.782,0.415,0.7815489130434783,0.149
870,Rome Fortune,Love Yourself,spotify:track:1UcVVqUun6yljvpoXpfrLR,0.00564,0.492,0.187,0.8607880434782609,0.04
871,Primus,My Name Is Mud,spotify:track:5c6gkexa2eWCCBmEb0zXCZ,0.00597,0.714,0.0959,0.8485597826086957,0.0565
872,Jeff Buckley,Hallelujah,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,0.931,0.324,0.176,0.7388858695652173,0.0318
873,Television Personalities,Diary Of A Young Man,spotify:track:5xaLq7apA05dq6bSCxHnzM,0.936,0.396,0.113,0.6488315217391304,0.0303
874,Sergio Endrigo,Samba delle benedizioni (Samba de bençao),spotify:track:3RFI8uU3RQt4QJoluTYPdm,0.851,0.726,0.143,0.6508967391304348,0.0549
875,Planet Funk,These Boots Are Made For Walkin',spotify:track:7FvsRQ0xO5gJVRJlJDLN5f,0.00285,0.504,0.106,0.8416304347826088,0.0325
876,Duckwrth,BOY,spotify:track:0ixzR1LXNfGuect63Q58dA,0.58,0.557,0.109,0.802554347826087,0.399
877,PJ Harvey,Sheela-Na-Gig,spotify:track:0wv6wbfxSwfAiH120nBI5u,0.0101,0.468,0.124,0.5882065217391305,0.044
878,Leonard Cohen,Happens to the Heart,spotify:track:2DkpoHJ1h88e9dyc6SFIm2,0.862,0.418,0.106,0.5042934782608696,0.0693
